HVQ_036_000001	Của bầu một nước, không gì quý bằng đất đai: nhân dân và của cải đều do đấy mà sinh ra.
HVQ_036_011206	Ba chức này đều là quan ở cung Thái tử, chức nào cũng có đặt tả hữu.
HVQ_036_011207	Năm Hồng Đức thứ 1 [1470], mới đặt những chức này, phẩm trật ở vào hàng chánh tam, chánh tứ, tức là những chức thuộc Đông cung, giữ việc hầu cận, giúp đỡ, nhắc bảo thái tử.
HVQ_036_011208	Thời Trung hưng về sau, vẫn noi theo đặt những chức ấy, nhưng chỉ là hư hàm cho các quan ở vương phủ kiêm thêm chứ không có chức ty.
HVQ_036_011209	Hai chức này cũng là quan ở cung Thái tử, đều có tả hữu (trong đời Hồng Đức lại có chức thái tử tân khách, thời Trung hưng về sau, bãi chức tân khách mà đặt chức thứ tử), phẩm trật ở vào hàng tòng tam, tòng tứ, đều là hư hàm mà không có chức ty.
HVQ_036_011210	Xét: Quan chế của các triều Đường, Tống thì thiêm sự, xuân phường, dụ đức, trung doãn, tán thiện, thứ tử, đều là liêu thuộc ở cung Thái tử.
HVQ_036_011211	Thiêm sự thì coi giữ mọi việc, xuân phường giữ sách vở, dụ đức và trung doãn giữ việc khuyên nhủ và hầu cận thái tử, tán thiện giữ việc răn bảo những điều lầm lỗi, thứ tử giữ việc giúp bảo lễ nghị, đều là những người để giúp đỡ bên cạnh thái tử mà thuộc vào tư cách sư phó.
HVQ_036_011212	Đời Hồng Đức đặt quan, đại để cũng theo ý nghĩa đời xưa, bấy giờ có Cung sư phủ (tức là Đông cung), cho nên chức nhiệm quan thuộc cắt đặt càng rõ.
HVQ_036_011213	Thời Trung hưng về sau, chính sự về cả phủ chúa, việc bỏ vua này lập vua khác chỉ do ý chúa quyết định mà thái tử nhà vua chưa từng dự vào ngôi chính Trừ cung.
HVQ_036_011214	Phàm những tên chức các quan từ sư phó trở xuống đều là hư hàm đặt đấy, thường chỉ là những chức kiêm thêm của các quan trong các, mà đối với ý nghĩa đời trước đã trái ngược cả.
HVQ_036_011215	Danh phận trên dưới đã sai, nên có cái lỗi như thế, lấy chi làm lạ.
HVQ_036_011216	(1) Ngôi định sẵn cho thái tử sau này làm vua.
HVQ_036_011217	560 Lịch triều hiến chương loại chí Đầu nhà Trần lập Tôn chính phủ, đặt chức đại tôn chính, dùng người trọng thần trong tôn thất làm chức ấy (như đời Thánh Tông, Nhân Túc vương giữ chức nhập nội phán đại tôn chính), giữ việc soạn gia phả nhà vua, chức vụ rất trọng.
HVQ_036_011218	Cuối đời Thuận Tông dùng quan hành khiển kiêm chức giữ ấy, nên [đại tôn chính] chỉ còn là hư hàm (Thuận Tông, năm thứ 8 [1395], dùng Lương Nguyên Bưu làm Hành khiển, giữ chức Đại tôn chính).
HVQ_036_011219	Đầu nhà Lê đặt quan mới bãi chức ấy.
HVQ_036_011220	Thời Trung hưng về sau, lại theo quan chế nhà Trần, đặt Tôn nhân phủ, có các chức tôn nhân lệnh, tả hữu tôn chính, kiểm hiệu, phẩm trật ở vào hàng chánh tam trở xuống.
HVQ_036_011221	Chức tôn nhân lệnh bao giờ cũng dùng người thân tộc nhà vua.
HVQ_036_011222	Đầu nhà Lý đã đặt Quốc tử giám, tên các chức quan chưa rõ.
HVQ_036_011223	Đời Trần mới đặt chức tư nghiệp (như đời Minh Tông, Chu An làm Quốc tử tư nghiệp).
HVQ_036_011224	Đầu nhà Lê lại đặt các chức tế tửu, trực giảng, bác sĩ, giáo thụ.
HVQ_036_011225	Đời Hồng Đức định quan chế, đặt phẩm trật [các chức ấy] ở vào hàng tòng tứ phẩm trở xuống.
HVQ_036_011226	Lại đặt thêm chức ngũ kinh bác sĩ thuộc Quốc tử giám.
HVQ_036_011227	Thời Trung hưng về sau bãi chức ngũ kinh bác sĩ, còn các chức khác đều theo như cũ.
HVQ_036_011228	Sáu khoa đặt ra bắt đầu từ Nghi Dân [đời Lê], gồm những tên là: Trung thư khoa, Hải khoa, Đông khoa, Tây khoa, Nam khoa, Bắc khoa.
HVQ_036_011229	Đời Hồng Đức sửa định quan chế mới đổi đặt Trung thư khoa làm Lại khoa, Hải khoa làm Hộ khoa, Đông khoa làm Lễ khoa, Nam khoa làm Binh khoa, Tây khoa làm Hình khoa, Bắc khoa làm Công khoa, đều có các chức đô cấp sự trung và cấp sự trung, phẩm trật vào hàng chánh thất, chánh bát; các đời sau đều noi theo, không đổi.
HVQ_036_011230	Đời Trần Dụ Tông mới đặt các chức tự khanh, thiếu khanh.
HVQ_036_011231	Đến Thuận Tông, trong đời Quang Thái [1388 - 1398], đặt Thượng lâm tự, có Lệnh.
HVQ_036_011232	chức phần tự sự.
HVQ_036_011233	Đời Nhuận Hồ, Hán Thương lại đặt Đại lý tự, có chức phán chính.
HVQ_036_011234	Đầu nhà Lê đặt quan, các chức kể trên đều bỏ.
HVQ_036_011235	Trong đời Quang Thuận bắt đầu đặt sáu viện (như Lễ nghi viện, Tư binh viện, đều có quan thượng thư), sau mới đổi sáu viện làm sáu tự là Thượng bảo, Quang lộc, Hồng lô, Thái thường, Thái bộc, Đại lý, tự nào cũng có các chức tự khanh, thiếu khanh, tự thừa, phẩm trật ở vào hàng chánh ngũ trở xuống.
HVQ_036_011236	Các đời sau noi theo không đổi.
HVQ_036_011237	Đầu nhà Trần, đặt Đăng văn viện, có quan kiểm pháp.
HVQ_036_011238	Đến đời Thiệu Phong, mới đổi làm chức đình úy.
HVQ_036_011239	Đầu nhà Lê, trong đời Hồng Đức đình úy thuộc Cẩm y vệ, phàm những án tình nghi tội nặng thì phụng chỉ tra hỏi.
HVQ_036_011240	Đến Hiến Tông đời Cảnh Thống [1498 - 1504], mới đặt riêng làm một ty [Đình úy] không để thuộc Cẩm y vệ nữa, rồi đặt chỉ huy sứ, chỉ huy đồng tri, chỉ huy thiêm sự mỗi chức một viên, đều chọn những quan văn có chức cao cho làm.
HVQ_036_011241	Thời Trung hưng về sau bãi bỏ ty ấy, phàm những án ngờ đều thuộc cả về Ngự sử đài.
HVQ_036_011242	Đầu nhà Trần, khoảng đời Kiến Trung [1225 - 1232], bắt đầu đặt Kinh thành bình bạc ty.
HVQ_036_011243	Đến đời Thánh Tông, Thiệu Long [1258 - 1273], đổi làm Kinh sư đại an phủ sứ, lấy chức an phủ các lộ đã làm việc mãn kỳ khảo khóa vào giữ chức ấy.
HVQ_036_011244	Đến Hiến Tông, đời Khai Hựu [1329 - 1341], lại đổi làm chức Kinh sư đại doãn (dùng Nguyễn Trung Ngạn giữ chức ấy).
HVQ_036_011245	Đến Thuận Tông, đời Quang Thái [1388 - 1398] lại đổi làm chức Trung đô doãn.
HVQ_036_011246	Nhà Lê buổi đầu theo [nhà Trần], đặt Trung đô phủ doãn, thiếu doãn.
HVQ_036_011247	Đời Hồng Đức định lại quan chế đổi làm Phụng Thiên phủ doãn, thiếu doãn, phẩm trật vào hàng chánh ngũ.
HVQ_036_011248	Thời Trung hưng về sau noi theo không đổi.
HVQ_036_011249	(1) Đây chỉ thấy chép có tên 2 viện.
HVQ_036_011250	Tra trong Việt sử thông giám cương mục, quyển 19 tờ 31a thấy chép: "Lịch triều hiến chương của Phan Huy Chú, về 6 viện đặt trong đời Quang Thuận, chỉ thấy có Nghị lễ viện, Tư binh viện, Khâm hình viện, còn 3 viện gì không rõ".
HVQ_036_011251	562 Lịch triều hiến chương loại chí (Ba chức dưới đây đều do nhà Lê mới đặt, cho nên đều chép ở sau) Lê Dụ Tông, trong đời Vĩnh Thịnh [1705 - 1720], bắt đầu đặt quan sáu phiên.
HVQ_036_011252	Theo quan chế cũ thời Trung hưng chỉ có ba phiên: Binh, Hộ và Thủy sư, bổ tướng thần lại hơn 100 người, đến đây đặt cả sáu phiên: Lại, Hộ, Lễ, Binh, Hình, Công cho thuộc về [các cung] Tả trung, Hữu trung, Đông, Tây, Nam, Bắc và gọi là sáu cung.
HVQ_036_011253	Phàm những việc tiền tài, thuế khóa, việc quân, việc dân ở trong cung cùng ở bốn trấn, hai xứ Thanh - Nghệ, các trấn ngoại phiên, đều thuộc cả về các phiên ty.
HVQ_036_011254	Gai quan văn giữ việc các phiên, nội thần và các thuộc quan về ban văn sung chức phó và thiêm, thuộc lại ở mỗi phiên có 60 người.
HVQ_036_011255	Chức vụ [sáu phiên] nhiều và trọng yếu, chuyên hết mọi việc của sáu bộ.
HVQ_036_011256	Về việc tiền tài thuế khóa, những thuộc lại tinh quái ở Hộ phiên làm gian, bớt xén rất nhiều.
HVQ_036_011257	Đầu đời Hiển Tông Cảnh Hưng, đình thần bàn xin lại theo quan chế đời Hồng Đức, quy cả về Hộ bộ.
HVQ_036_011258	Minh vương [Trịnh Doanh] theo lời bàn ấy, nhưng thói cũ đã quen, chẳng bao lâu công việc lại về Hộ phiên.
HVQ_036_011259	Đến khoảng đầu đời Chiêu Thống [1787 - 1788], nhà vua nhất thống mới bỏ bớt chức thuộc sáu phiên, công việc giao cả về sáu bộ.
HVQ_036_011260	[Lê] Hy Tông, khoảng đời Chính Hòa [1680 - 1705], chia sai các quan văn võ xét lại các việc kiện tụng, chức thiêm sai mới khởi đầu từ đấy.
HVQ_036_011261	Trước kia các việc kiện tụng, kêu xét lại ở Ngự sử đài, lâm thời nhà vua sai quan tra xét lại, việc xong thì bãi.
HVQ_036_011262	Đến đây lấy cớ rằng việc kiện cáo ngày một thêm nhiều, mới bàn chia làm ba tắp!
HVQ_036_011263	sai quan văn võ tra khám.
HVQ_036_011264	Về sau trong Ngũ phủ, Phủ liêu có đặt quan thiêm sai, các đời noi theo, đến mãi cuối đời Cảnh Hưng đầu đời Chiêu Thống mới bãi chức ấy.
HVQ_036_011265	Chức trưng phủ, bắt đầu đặt ở đời Cảnh Hưng.
HVQ_036_011266	Bấy giờ vì cớ những tiền về thuế tô, thuế điệu gia thêm, về thuế vệ suất, châu thổ, đình môn (1) Ba tắp: Ba đoàn, hoặc ba nhóm.
HVQ_036_011267	Quan chức chí 563) cùng tiền chuộc tội, tiền phạt, các thuế khóa thiếu đọng, giáo phường đốc thu phiền nhiễu, nên mới sai riêng mỗi phủ một viên làm chức trưng phủ, theo ngạch thuế mà thu, để khỏi phiền cho dân.
HVQ_036_011268	Về sau noi theo, vẫn đặt chức ấy cho đến cuối nhà Lê.
HVQ_036_011269	(Từ đây trở xuống là chức võ quan).
HVQ_036_011270	Đầu đời Lý có hai chức thái úy là phụ quốc thái úy, tức là chức tể tướng, và thái úy không có hàm phụ quốc, cùng với thiếu úy, đều là chức quan tổng thống việc binh.
HVQ_036_011271	Đời Trần, lấy chức thái úy gia thêm cho các thân vương trong tôn thất.
HVQ_036_011272	Người ở chức ấy phần nhiều vẫn giữ chức quan của mình mà kiêm hàm tể tướng phụ chính (như đời Nhân Tông, Quang Khải lấy chức thái úy làm tướng quốc coi việc cả nước; đời Anh Tông, Nhật Duật làm Hữu tướng phụ chính; đời Dụ Tông, cho Thái úy Nguyên Trác làm Tả tướng quốc), còn chức thiếu úy chưa từng làm việc gì, chỉ là hư hàm thôi.
HVQ_036_011273	Đầu đời Lê, Thái Tổ khởi nghĩa, chỉ đặt chức thiếu úy.
HVQ_036_011274	Sau khi dẹp yên giặc Minh mới đặt thái úy cùng với ba chức thái, ba chức thiếu, đều làm trọng chức của đại thần.
HVQ_036_011275	Đời Hồng Đức định lại quan chế, phẩm trật [thái úy] ở vào hàng chánh nhất (thiếu úy ở hàng chánh nhị).
HVQ_036_011276	Đầu thời Trung hưng, Lượng quốc công [Trịnh Kiểm], Trưởng quốc công [Trịnh Tùng], trước sau cầm quyền nhà nước, đều phong chức ấy; đến đời Quang Hưng [1578 - 1599] trở đi, chỉ dùng làm hàm gia thêm cho võ tướng và thân thần mà thôi.
HVQ_036_011277	Chức tiết chế bắt đầu có từ đầu đời Trần.
HVQ_036_011278	Đời Nhân Tông, khoảng Thiệu Bảo [1279 - 1285], quân Nguyên xâm lược, [nhà vua] mới cử Hưng Đạo vương làm Tiết chế, coi cả các quân trong nước, đó là quyền đổng thống mà không phải là chính chức.
HVQ_036_011279	Trong đời Hồng Đức nhà Lê.
HVQ_036_011280	(1) Thuế châu thổ: thuế ruộng bãi; Vệ suất: thuế những người vệ bính đã về làm ruộng; Đình môn, giáo phường: thuế của đình các xã để chỉ cho ca nhi, nhạc công.
HVQ_036_011281	564 Lịch triều hiến chương loại chí [Thánh Tông] đánh Ai Lao ở miền Tây, mới đặt chức tiết chế các doanh, bấy giờ sai Sùng quận công Lê Thọ Vực (tiết chế các doanh du kích, Trấn lỗ tướng quân Lê Đình Ngạn làm tiết chế các doanh hoành dã), quyền [của tiết chế] vốn là chia giữ các doanh.
HVQ_036_011282	Đến đời Chiêu Tông, Quang Thiệu, sai Trịnh Duy Sản làm tiết chế các doanh thủy bộ, thành ra trọng chức của kẻ cường thần.
HVQ_036_011283	Đến khi cho Mạc Đăng Dung chức tiết chế các xứ, thì chẳng khác cầm gươm đằng lưỡi mà trao, gây thành cái thế lấn bức vậy.
HVQ_036_011284	Đầu thời Trung hưng, Lưỡng quốc công và Trưởng quốc công nối đời giữ binh quyền, cũng gia chức tiết chế.
HVQ_036_011285	Từ đời Quang Hưng về sau, Trưởng quốc công tiến lên ngôi vương, thế tử được nối phong tiết chế quốc công, quyền vị tôn trọng ở trên tất cả các đại thần, điển lễ sách phong rất là long trọng (chép ở Lễ nghi chứ).
HVQ_036_011286	Các đời noi theo cho đến cuối nhà Lê.
HVQ_036_011287	[Lê] Thánh Tông, đầu đời Quang Thuận, đặt năm phủ là Đô đốc phủ Trung quân, Nam quân, Bắc quân, Đông quân, Tây quân, mỗi phủ có các chức tả đô đốc, hữu đô đốc, đồng tri, thiêm sự, đều chuyên giữ việc quân.
HVQ_036_011288	Thời Trung hưng, khoảng đầu đời Quang Hưng, đặt thêm các quan chưởng phủ sự, thự phủ sự, dùng các trọng thần thân thuộc hay có công giữ những chức ấy, cùng với quan tham tụng bên văn bàn bạc chính sự nhà nước, chức nhiệm long trọng.
HVQ_036_011289	Đời Bảo Thái [1720 - 1729] về sau, phần nhiều cho quan văn đổi sang [những chức ấy] (như quốc lão Đặng Đình Tướng làm Chưởng phủ sự, tham tụng Nguyễn Công Cơ làm Thự phủ sự).
HVQ_036_011290	Những người dự chính sự được gia hàm chưởng và thự [phủ sự].
HVQ_036_011291	Các chức chưởng phủ, thự phủ, quyền phủ gọi là quan Ngũ phủ; tham tụng, bồi tụng gọi là quan Phủ liêu.
